ID	Gene Symbol
merck2-BU147541_at	BUB3
merck2-BU149471_at	
merck2-BU149471_x_at	ANKRD11
merck2-BU149619_at	
merck2-BU150028_a_at	PRKAR1A
merck2-BU150028_at	
merck2-BU150463_at	DPT
merck2-BU150588_at	
merck2-BU150588_x_at	
merck2-BU151002_at	
merck2-BU151555_at	
merck2-BU154224_s_at	
merck2-BU154567_at	
merck2-BU154744_at	
merck2-BU154744_x_at	
merck2-BU155639_at	
merck2-BU156084_at	POC1B
merck2-BU156553_at	CNOT2
merck2-BU156822_at	
merck2-BU157045_at	RAB5A
merck2-BU158667_a_at	TTC7A
merck2-BU158667_at	
merck2-BU159594_a_at	
merck2-BU159596_at	BCL2
merck2-BU159740_at	IPO9
merck2-BU160181_at	G2E3
merck2-BU160359_at	ZKSCAN5
merck2-BU160654_at	GPI
merck2-BU160717_at	TMED5
merck2-BU162054_at	
merck2-BU162054_s_at	
merck2-BU163156_at	
merck2-BU163872_at	ANKS1A
merck2-BU164282_at	
merck2-BU164987_a_at	PSMD14
merck2-BU166139_at	
merck2-BU166214_at	
merck2-BU166338_at	HNRNPA0
merck2-BU166368_at	TH1L
merck2-BU166790_at	
merck2-BU169961_at	NUMA1
merck2-BU171004_at	ADD1
merck2-BU171655_at	CLIP4
merck2-BU171702_at	AIF1L
merck2-BU174390_a_at	SCD
merck2-BU175285_at	PTGES3
merck2-BU175285_s_at	PTGES3
merck2-BU176282_at	VPS13D
merck2-BU176492_at	PTP4A2
merck2-BU176492_x_at	PTP4A2
merck2-BU177251_at	CDK2AP1
merck2-BU177273_at	SEL1L
merck2-BU177282_at	
merck2-BU177282_x_at	NAMPT
merck2-BU177792_at	UBP1
merck2-BU178280_at	
merck2-BU178638_at	SNAP23
merck2-BU179036_at	UBA2
merck2-BU180533_at	
merck2-BU181779_at	TTYH2
merck2-BU181937_at	DCAF12
merck2-BU182446_a_at	MED13
merck2-BU182446_at	
merck2-BU182841_at	
merck2-BU184105_at	
merck2-BU185046_at	
merck2-BU186246_a_at	ZDHHC21
merck2-BU186246_at	
merck2-BU186807_at	TNPO1
merck2-BU187305_a_at	HIST1H2AC
merck2-BU187305_at	
merck2-BU187450_at	ARL6IP1
merck2-BU188013_at	
merck2-BU189827_at	
merck2-BU190013_a_at	YIPF6
merck2-BU190013_at	YIPF6
merck2-BU190106_a_at	PAM
merck2-BU190106_at	
merck2-BU191729_at	
merck2-BU193038_at	KTN1
merck2-BU193210_at	BRD3
merck2-BU193551_at	USP39
merck2-BU193939_a_at	ATP6AP2
merck2-BU194621_at	
merck2-BU194621_x_at	
merck2-BU195365_at	LMOD1
merck2-BU195463_a_at	IQCK
merck2-BU195463_at	
merck2-BU195478_at	
merck2-BU196243_at	
merck2-BU196311_at	
merck2-BU428769_a_at	FNBP1
merck2-BU430449_a_at	FYTTD1
merck2-BU431085_at	
merck2-BU500622_at	PROCR
merck2-BU501406_at	MESDC2
merck2-BU506805_at	
merck2-BU506937_at	MKL1
merck2-BU507136_at	EPRS
merck2-BU508016_at	RFFL RAD51L3-RFFL
merck2-BU508056_at	ZFAND5
merck2-BU509225_at	
merck2-BU509456_a_at	MSRA
merck2-BU509456_at	
merck2-BU517030_at	
merck2-BU520906_a_at	PAK2 LOC646214
merck2-BU526808_at	
merck2-BU526830_at	CORO2A
merck2-BU527570_at	
merck2-BU532724_at	C11orf58
merck2-BU532724_x_at	C11orf58
merck2-BU533762_at	
merck2-BU534173_at	
merck2-BU535251_at	CCAR1
merck2-BU538613_a_at	MAP3K12
merck2-BU539358_at	TBC1D30
merck2-BU539931_at	
merck2-BU539931_x_at	
merck2-BU540468_at	
merck2-BU540468_x_at	TSC22D1
merck2-BU541293_at	C19orf6
merck2-BU542359_a_at	ANP32A
merck2-BU542359_at	
merck2-BU543125_at	
merck2-BU553446_at	
merck2-BU553968_x_at	
merck2-BU561146_at	
merck2-BU564645_at	STAG2
merck2-BU565398_at	
merck2-BU565398_x_at	
merck2-BU567972_at	
merck2-BU567972_s_at	
merck2-BU568364_at	
merck2-BU568516_at	TAB3
merck2-BU570202_at	CRY1
merck2-BU570307_at	CREM
merck2-BU570341_at	GMCL1P1
merck2-BU570341_x_at	GMCL1P1
merck2-BU570430_at	PTBP2
merck2-BU570699_at	
merck2-BU570848_at	CETN3
merck2-BU580655_at	
merck2-BU584217_at	
merck2-BU584429_at	TNRC6B
merck2-BU584887_at	MIAT
merck2-BU590183_at	
merck2-BU597104_a_at	UBE2B
merck2-BU597104_at	
merck2-BU597818_at	
merck2-BU601624_at	
merck2-BU601868_at	TYW5
merck2-BU602759_at	FLJ39051
merck2-BU603313_at	BCAS2
merck2-BU603759_at	
merck2-BU607638_at	
merck2-BU607648_at	PIGS
merck2-BU608339_at	
merck2-BU608608_at	CTDSPL
merck2-BU608654_at	ATP6V1B1
merck2-BU608969_at	BTBD7
merck2-BU608982_at	
merck2-BU615554_at	METTL15
merck2-BU615554_x_at	METTL15
merck2-BU616476_at	SLC31A1
merck2-BU616511_at	
merck2-BU616629_at	PDGFD
merck2-BU616894_a_at	ABCE1
merck2-BU617162_at	
merck2-BU617629_at	
merck2-BU618055_at	GTF2H3
merck2-BU618147_at	
merck2-BU618150_at	
merck2-BU618242_at	GALNT1
merck2-BU618362_at	PTGFR
merck2-BU618411_at	SPATA5
merck2-BU618616_at	SOS1
merck2-BU618703_at	ATP7A
merck2-BU618839_at	BCAT1
merck2-BU619003_at	
merck2-BU619003_x_at	
merck2-BU619035_at	CDC27
merck2-BU619441_s_at	
merck2-BU619569_at	YAF2
merck2-BU619786_at	RHOBTB3
merck2-BU619934_at	
merck2-BU620141_at	GOSR1
merck2-BU620265_at	
merck2-BU620360_a_at	ERMP1
merck2-BU620360_at	
merck2-BU620512_at	
merck2-BU620560_at	TP53INP1
merck2-BU620621_a_at	
merck2-BU620832_at	GORASP1
merck2-BU620949_at	DRAP1
merck2-BU620961_at	
merck2-BU621341_at	
merck2-BU622204_a_at	NAA15
merck2-BU622441_at	FKBP7
merck2-BU622515_at	
merck2-BU622650_a_at	BHLHE41
merck2-BU622650_at	
merck2-BU622857_at	C2orf68
merck2-BU622999_at	PPIG
merck2-BU623004_at	ODZ3
merck2-BU623044_at	
merck2-BU623275_at	CD40
merck2-BU623547_s_at	
merck2-BU623770_at	
merck2-BU624633_at	
merck2-BU624702_at	LMTK2
merck2-BU624780_at	FAM126A
merck2-BU624990_at	RBFOX2
merck2-BU625032_at	
merck2-BU625054_at	
merck2-BU626054_s_at	
merck2-BU626894_s_at	
merck2-BU627392_at	ARL1
merck2-BU629896_a_at	
merck2-BU629896_at	
merck2-BU630592_at	ELF2
merck2-BU630777_at	NDFIP2
merck2-BU630800_at	C2orf68
merck2-BU631520_at	GDF11
merck2-BU631891_s_at	
merck2-BU631909_a_at	SEZ6L2
merck2-BU632185_x_at	
merck2-BU632532_at	FZD5
merck2-BU632731_at	
merck2-BU632838_x_at	
merck2-BU633092_at	
merck2-BU633335_at	SMAD4
merck2-BU633348_at	
merck2-BU633657_at	IDI2
merck2-BU633664_at	LOC389834
merck2-BU633820_at	C12orf35
merck2-BU633943_at	SLCO3A1
merck2-BU634330_at	
merck2-BU634530_at	KATNAL1
merck2-BU656687_x_at	
merck2-BU662580_at	RNF138
merck2-BU662580_s_at	RNF138 RNF138P1
merck2-BU674247_at	PGGT1B
merck2-BU674286_a_at	ANXA4
merck2-BU674374_at	
merck2-BU675894_at	LOC642236
merck2-BU675894_x_at	LOC642236
merck2-BU676630_at	
merck2-BU676729_at	ZFC3H1
merck2-BU676864_at	
merck2-BU676880_at	
merck2-BU677518_at	
merck2-BU677664_at	
merck2-BU677975_at	RBM3
merck2-BU677984_at	TCP11L1
merck2-BU679134_at	
merck2-BU680135_at	SPAG16
merck2-BU680181_at	ZNF83
merck2-BU680269_at	PAPLN
merck2-BU680626_at	
merck2-BU681245_at	
merck2-BU681462_at	PRPF40A
merck2-BU681651_at	ZNF883
merck2-BU681728_at	MLL3
merck2-BU682291_at	
merck2-BU683279_s_at	
merck2-BU684534_at	
merck2-BU685858_at	VPS13A
merck2-BU686880_at	
merck2-BU686968_at	
merck2-BU687141_at	
merck2-BU687501_at	SRSF4
merck2-BU687744_at	
merck2-BU687885_at	LOC100507006
merck2-BU688041_at	AIMP1
merck2-BU688079_at	FAM171A1
merck2-BU688202_at	
merck2-BU688850_at	
merck2-BU688925_at	
merck2-BU689383_at	
merck2-BU689478_at	KNDC1
merck2-BU689570_at	CDK13
merck2-BU690016_at	
merck2-BU690090_a_at	DLEU1
merck2-BU726851_at	RUFY3
merck2-BU728215_at	LOC100130155
merck2-BU728327_at	
merck2-BU730580_at	RHO
merck2-BU732479_at	
merck2-BU733456_at	
merck2-BU733496_at	
merck2-BU733606_at	
merck2-BU733840_at	CCNT2
merck2-BU736404_at	
merck2-BU736436_at	GATAD2B
merck2-BU736566_at	MAK
merck2-BU737324_at	PLEKHG4B
merck2-BU737369_at	
merck2-BU737425_at	
merck2-BU737425_x_at	
merck2-BU738493_at	
merck2-BU739285_at	
merck2-BU739780_at	
merck2-BU740324_at	TMIE
merck2-BU740400_at	NFIB
merck2-BU740491_at	
merck2-BU740580_at	
merck2-BU740667_at	XYLT2
merck2-BU740791_at	
merck2-BU741440_at	
merck2-BU741589_at	NTM
merck2-BU742032_at	PTCD3
merck2-BU742046_at	
merck2-BU742100_at	
merck2-BU742268_at	C14orf37
merck2-BU742334_at	
merck2-BU753266_at	
merck2-BU754203_at	
merck2-BU754238_at	LCORL
merck2-BU783014_at	
merck2-BU783778_at	DNTTIP2
merck2-BU784572_at	
merck2-BU784633_x_at	
merck2-BU784716_at	G6PC2
merck2-BU785445_at	ZMYND12
merck2-BU786777_a_at	CHGB
merck2-BU787618_a_at	CPE
merck2-BU788194_at	FGD1
merck2-BU789642_s_at	
merck2-BU838452_at	RAB14
merck2-BU844922_at	SPRN
merck2-BU845221_at	
merck2-BU845627_a_at	CCDC8
merck2-BU848823_at	TSTD2
merck2-BU849373_at	MAP4K5
merck2-BU852761_at	
merck2-BU852848_at	
merck2-BU853136_at	
merck2-BU853393_at	
merck2-BU853440_at	SBNO1
merck2-BU855509_at	EPDR1
merck2-BU856872_at	
merck2-BU857427_at	MGAT5
merck2-BU857588_at	
merck2-BU858776_at	
merck2-BU859524_at	MED16
merck2-BU902023_a_at	ALDH1A1
merck2-BU902023_at	
merck2-BU902623_a_at	CDC73
merck2-BU928648_s_at	
merck2-BU929086_at	
merck2-BU929086_x_at	
merck2-BU929384_at	BTAF1
merck2-BU929649_at	
merck2-BU930267_at	POGLUT1
merck2-BU930744_at	
merck2-BU931168_at	PDCD7
merck2-BU933002_at	SF3B1
merck2-BU933147_at	
merck2-BU934976_at	NFATC3
merck2-BU935024_at	SON
merck2-BU940679_at	
merck2-BU940893_at	
merck2-BU941988_at	ANKRD7
merck2-BU942368_at	
merck2-BU943118_at	
merck2-BU943312_a_at	
merck2-BU943416_at	LARP1
merck2-BU944816_at	
merck2-BU945340_a_at	PPIL4
merck2-BU945340_at	
merck2-BU947876_at	BICD2
merck2-BU955035_at	
merck2-BU955600_a_at	RBM25
merck2-BU956300_at	
merck2-BU956533_a_at	FAM174B
merck2-BU956533_at	
merck2-BU963255_s_at	
merck2-BX088979_at	
merck2-BX089070_at	
merck2-BX089070_x_at	
merck2-BX089377_at	CCNK
merck2-BX089721_at	LOC100506175
merck2-BX089820_at	
merck2-BX090437_at	LOC100506100
merck2-BX090480_at	CXorf51A CXorf51B
merck2-BX090533_at	
merck2-BX090712_at	
merck2-BX091006_at	
merck2-BX091454_a_at	RACGAP1
merck2-BX092410_at	
merck2-BX092555_at	KNG1
merck2-BX092770_at	
merck2-BX092881_at	
merck2-BX093023_at	
merck2-BX093517_at	LOC100507274
merck2-BX093691_at	TTC18
merck2-BX094070_at	SLC22A18
merck2-BX094187_at	
merck2-BX094241_at	GDAP1
merck2-BX094741_at	LOC219347
merck2-BX095620_at	
merck2-BX096261_a_at	SLC2A5
merck2-BX096467_at	
merck2-BX096515_at	
merck2-BX096668_at	
merck2-BX097370_at	AUH
merck2-BX097705_at	LOC100507286
merck2-BX097797_at	
merck2-BX097965_a_at	NSL1
merck2-BX098573_at	
merck2-BX098599_at	
merck2-BX098641_at	PRMT8
merck2-BX098847_at	LOC100507291
merck2-BX099049_at	GALNT9
merck2-BX099223_at	
merck2-BX099266_at	ANGPT2
merck2-BX099455_at	TOR1AIP2
merck2-BX099470_at	SLC35A1
merck2-BX099927_at	
merck2-BX099964_at	
merck2-BX100914_a_at	MAML3
merck2-BX100968_at	
merck2-BX101082_at	BCAP29
merck2-BX101108_a_at	ATP10A
merck2-BX101252_at	
merck2-BX101551_at	TMEM146
merck2-BX102034_at	C2orf81
merck2-BX102061_at	TMCC3
merck2-BX102064_at	ATXN3
merck2-BX102296_at	
merck2-BX102344_a_at	MGA
merck2-BX102364_at	
merck2-BX102503_at	
merck2-BX103325_at	
merck2-BX103615_at	
merck2-BX103808_at	
merck2-BX104069_at	
merck2-BX104084_at	
merck2-BX104084_x_at	
merck2-BX105981_at	
merck2-BX106450_at	KISS1
merck2-BX107166_a_at	XG
merck2-BX107168_at	
merck2-BX107193_a_at	ITPR2
merck2-BX107427_at	
merck2-BX107501_at	
merck2-BX107599_at	LOC728485
merck2-BX107768_at	LOC100506406
merck2-BX108023_a_at	KIAA0247
merck2-BX108263_at	
merck2-BX108326_at	
merck2-BX108371_at	
merck2-BX109521_at	
merck2-BX109549_at	
merck2-BX109843_at	C11orf58
merck2-BX109912_at	
merck2-BX109958_at	
merck2-BX110702_at	
merck2-BX110727_at	
merck2-BX111335_at	
merck2-BX111514_at	LOC100507652
merck2-BX111608_at	
merck2-BX112088_at	AARS2
merck2-BX112088_x_at	AARS2
merck2-BX112120_at	USP51
merck2-BX112695_at	ARID2
merck2-BX113350_s_at	
merck2-BX114033_at	
merck2-BX114744_at	
merck2-BX115067_at	
merck2-BX115088_at	TMEM47
merck2-BX115227_at	
merck2-BX115370_at	
merck2-BX115850_at	IFT57
merck2-BX116157_at	USP37
merck2-BX116220_at	
merck2-BX116221_at	
merck2-BX116227_at	SMTNL1
merck2-BX116251_at	
merck2-BX116278_at	
merck2-BX116458_at	PTCD3
merck2-BX116517_at	
merck2-BX116538_at	
merck2-BX116704_at	HULC
merck2-BX116815_at	
merck2-BX116997_at	
merck2-BX117019_at	C12orf59
merck2-BX117079_at	
merck2-BX117586_at	YPEL1
merck2-BX117641_at	RNF170
merck2-BX117727_at	
merck2-BX118090_at	ENY2
merck2-BX118245_at	LOC100507560
merck2-BX118828_at	
merck2-BX119244_at	
merck2-BX119265_at	LOC100505786
merck2-BX119312_at	ENPP1
merck2-BX161383_at	C14orf93
merck2-BX248268_at	FBXO34
merck2-BX279655_a_at	THRA
merck2-BX281223_at	SCN3A
merck2-BX282734_at	PIGV
merck2-BX326717_at	TFIP11
merck2-BX327135_at	DLL4
merck2-BX327781_at	MPP7
merck2-BX327917_at	CRISPLD2
merck2-BX327952_at	
merck2-BX328140_at	PPID
merck2-BX328140_x_at	PPID
merck2-BX330016_at	LOC100506342
merck2-BX332465_a_at	DBNL
merck2-BX334365_at	TNFAIP1
merck2-BX335568_at	BCAP29
merck2-BX335568_x_at	BCAP29
merck2-BX335801_at	ITGB5
merck2-BX335888_a_at	HBS1L
merck2-BX336608_at	FAM118B
merck2-BX337219_at	STARD3NL
merck2-BX338508_a_at	RAB28
merck2-BX338508_at	RAB28
merck2-BX339896_x_at	
merck2-BX339923_at	
merck2-BX340398_at	C6orf228
merck2-BX342445_a_at	NADK
merck2-BX343394_at	GPATCH1
merck2-BX343657_at	FBN2
merck2-BX344596_a_at	SLC25A4
merck2-BX344596_at	SLC25A4
merck2-BX344755_at	TSG101
merck2-BX345658_at	LGALSL
merck2-BX346132_at	C8A
merck2-BX346609_a_at	RBM23
merck2-BX347209_at	ZCCHC7
merck2-BX347335_a_at	WARS
merck2-BX347335_at	
merck2-BX348278_at	C6orf145
merck2-BX348414_a_at	CD200
merck2-BX348702_at	TLK1
merck2-BX348721_at	TBC1D23
merck2-BX348852_at	MRPS14
merck2-BX348943_at	ABHD5
merck2-BX349325_at	PRR11
merck2-BX349927_at	IDE
merck2-BX350133_at	
merck2-BX350864_at	GCDH
merck2-BX351904_at	
merck2-BX352133_s_at	
merck2-BX353872_a_at	TTC39C
merck2-BX353905_at	PTCD3
merck2-BX353905_x_at	PTCD3
merck2-BX355222_at	CEP57
merck2-BX356127_at	
merck2-BX356801_at	ANTXR2
merck2-BX356886_at	LMOD1
merck2-BX357189_at	CASC4
merck2-BX357552_a_at	DUS4L
merck2-BX358687_at	TSPAN3
merck2-BX359251_at	EFHD2
merck2-BX360095_at	
merck2-BX361998_at	GDE1
merck2-BX361998_x_at	GDE1
merck2-BX363921_at	TOMM22
merck2-BX363921_x_at	TOMM22
merck2-BX364902_a_at	DST
merck2-BX364932_at	PRCC
merck2-BX364986_a_at	PECAM1
merck2-BX366006_x_at	
merck2-BX367166_at	
merck2-BX369257_at	
merck2-BX369394_x_at	LOC100506990
merck2-BX370280_at	NIPA2
merck2-BX370366_at	FKBP5
merck2-BX374510_a_at	COPZ1
merck2-BX375992_at	
merck2-BX375992_x_at	
merck2-BX376090_a_at	LYRM2
merck2-BX377756_a_at	MAPK1IP1L
merck2-BX380173_at	
merck2-BX381274_at	PID1
merck2-BX384046_at	SF1
merck2-BX384476_a_at	SEC22B
merck2-BX384645_a_at	NUMB
merck2-BX384783_a_at	SH3GLB2
merck2-BX385129_at	LARGE
merck2-BX385527_at	CNOT3
merck2-BX385647_at	RBM18
merck2-BX385685_a_at	RAB3GAP2
merck2-BX386356_at	AZI2
merck2-BX387046_a_at	HIGD1A
merck2-BX387162_a_at	CPPED1
merck2-BX388461_s_at	
merck2-BX389461_at	
merck2-BX389703_at	
merck2-BX390393_at	IKBKB
merck2-BX390669_a_at	FIP1L1
merck2-BX390669_at	FIP1L1
merck2-BX390722_at	TMEM120B
merck2-BX390960_at	DNAJC11
merck2-BX392602_at	MBNL3
merck2-BX394781_at	BUD13
merck2-BX395093_at	INTS2
merck2-BX395099_at	PPIL2
merck2-BX396168_a_at	PLSCR1
merck2-BX396353_at	
merck2-BX396353_s_at	
merck2-BX397777_at	CYB5R1
merck2-BX398096_x_at	RRBP1
merck2-BX398118_at	LOC100507390
merck2-BX398526_at	ARF4
merck2-BX400264_at	DCAF13
merck2-BX400264_x_at	DCAF13
merck2-BX401299_at	
merck2-BX401299_s_at	
merck2-BX401628_at	PAPOLA
merck2-BX402108_at	JMJD4
merck2-BX403053_at	PNPLA8
merck2-BX403963_at	SELS
merck2-BX403967_a_at	NPRL3
merck2-BX403967_at	
merck2-BX404508_a_at	VAPA
merck2-BX404713_at	PRKACB
merck2-BX406128_at	
merck2-BX406593_a_at	RAB11FIP3
merck2-BX406943_at	CHCHD4
merck2-BX407874_at	
merck2-BX408834_at	NDRG2
merck2-BX410022_at	MASP1
merck2-BX410084_a_at	TPD52
merck2-BX410239_at	DAGLB
merck2-BX410279_at	
merck2-BX410279_x_at	
merck2-BX412257_at	TMEM63A
merck2-BX413142_at	
merck2-BX414514_at	SEC62
merck2-BX415377_at	CHD4
merck2-BX417060_at	TRA2B
merck2-BX418204_a_at	SNAPC1
merck2-BX418439_at	MAPT
merck2-BX419549_s_at	
merck2-BX420386_s_at	
merck2-BX421595_a_at	CYB5B
merck2-BX421987_a_at	AIF1L
merck2-BX422781_at	PGRMC1
merck2-BX422993_a_at	CHN1
merck2-BX423180_at	
merck2-BX423185_at	SCG5
merck2-BX423907_s_at	
merck2-BX424831_at	PMP22
merck2-BX425481_at	MTFMT
merck2-BX426109_a_at	TCF7
merck2-BX427115_s_at	NDUFA9
merck2-BX427161_a_at	JAZF1
merck2-BX427161_at	JAZF1
merck2-BX429201_at	SEL1L
merck2-BX431067_at	
merck2-BX431217_at	RAP2B
merck2-BX431356_a_at	NUP153
merck2-BX431356_at	
merck2-BX431641_a_at	ZMIZ1
merck2-BX431641_at	ZMIZ1
merck2-BX431849_at	TERF2IP
merck2-BX432051_at	PAQR6
merck2-BX432088_at	TDP2
merck2-BX432904_s_at	
merck2-BX433294_at	POLE3
merck2-BX434111_at	
merck2-BX436250_at	
merck2-BX436262_at	SULT4A1
merck2-BX437898_a_at	SMARCE1
merck2-BX437912_a_at	SPATS2L
merck2-BX438131_at	FXYD6
merck2-BX438948_a_at	
merck2-BX439416_at	EPDR1
merck2-BX439590_x_at	
merck2-BX439726_a_at	SERBP1
merck2-BX439965_at	CARM1
merck2-BX440641_at	UBE2E2
merck2-BX442772_a_at	LUC7L3
merck2-BX443477_a_at	RSRC2
merck2-BX444342_a_at	CPE
merck2-BX444498_at	
merck2-BX444498_s_at	
merck2-BX445111_at	RNF6
merck2-BX445122_at	ATPBD4
merck2-BX445213_a_at	RIOK1
merck2-BX446541_s_at	
merck2-BX448446_a_at	GOT1
merck2-BX451683_a_at	BIVM
merck2-BX451683_at	
merck2-BX452216_at	ING1
merck2-BX452378_at	
merck2-BX452503_at	ZCCHC12
merck2-BX452556_a_at	H2AFY
merck2-BX452556_at	
merck2-BX453279_at	SEZ6L
merck2-BX454140_at	
merck2-BX454981_at	
merck2-BX455113_x_at	
merck2-BX456502_at	NPEPPS
merck2-BX456521_x_at	IKZF2
merck2-BX457503_at	ARAP2
merck2-BX457983_at	GLO1
merck2-BX458581_s_at	RHOQ
merck2-BX459213_at	CREM
merck2-BX459258_a_at	YAP1
merck2-BX459360_at	GDAP2
merck2-BX459666_at	
merck2-BX459844_at	HMGCS1
merck2-BX460267_at	ETF1
merck2-BX460997_at	FLJ31306
merck2-BX460997_x_at	FLJ31306
merck2-BX461014_at	SMAP2
merck2-BX461281_at	DEK
merck2-BX462095_at	NOM1
merck2-BX462887_a_at	GGA2
merck2-BX462992_a_at	SNCA
merck2-BX463427_at	NRIP3
merck2-BX463466_at	SNAP25
merck2-BX463901_at	GPM6B
merck2-BX464137_at	KIF5C
merck2-BX464137_x_at	KIF5C
merck2-BX464303_at	
merck2-BX464637_at	PAPSS1
merck2-BX464666_at	TMEM106C
merck2-BX470720_a_at	ARNT
merck2-BX471520_at	MDM4
merck2-BX472824_at	XPO1
merck2-BX473080_a_at	
merck2-BX473738_at	TNPO1
merck2-BX473738_x_at	TNPO1
merck2-BX475081_at	
merck2-BX475081_x_at	
merck2-BX477653_at	ADRBK2
merck2-BX478147_at	RYR2
merck2-BX478515_s_at	
merck2-BX479780_s_at	
merck2-BX482563_at	C1orf52
merck2-BX484585_at	
merck2-BX484684_at	TRIP11
merck2-BX486295_s_at	
merck2-BX488186_at	
merck2-BX490929_a_at	
merck2-BX496487_at	SYTL4
merck2-BX499447_at	
merck2-BX500800_at	UACA
merck2-BX500930_at	
merck2-BX501024_at	TRIM69
merck2-BX501134_at	ETNK1
merck2-BX501151_a_at	PRRX1
merck2-BX502048_at	
merck2-BX503020_at	PDE12
merck2-BX505087_s_at	APOPT1
merck2-BX505305_at	NOL4
merck2-BX507304_at	SYNPO2
merck2-BX509125_a_at	STAR
merck2-BX510088_at	
merck2-BX537365_at	MATR3
merck2-BX537381_at	RHO
merck2-BX537384_at	GLUL
merck2-BX537394_at	SLC30A5
merck2-BX537406_at	RNF216
merck2-BX537421_at	CDK5RAP2
merck2-BX537432_at	TRIM58
merck2-BX537481_at	LOC100129387
merck2-BX537483_at	ITGA6
merck2-BX537490_at	TCOF1
merck2-BX537510_at	
merck2-BX537511_at	
merck2-BX537516_at	CCNT1
merck2-BX537517_at	SYNE1
merck2-BX537519_at	C17orf57
merck2-BX537521_at	PLOD2
merck2-BX537523_at	KTN1
merck2-BX537540_at	
merck2-BX537541_at	NTPCR
merck2-BX537545_a_at	
merck2-BX537547_at	
merck2-BX537551_at	
merck2-BX537562_at	HEMK1
merck2-BX537564_at	NUAK2
merck2-BX537567_at	KRT80
merck2-BX537579_at	
merck2-BX537580_at	ENPP1
merck2-BX537582_at	C10orf82
merck2-BX537588_at	ABCG1
merck2-BX537591_at	
merck2-BX537592_at	PDE6A
merck2-BX537593_at	KIAA1598
merck2-BX537598_at	
merck2-BX537609_at	
merck2-BX537620_at	
merck2-BX537623_at	HDHD2
merck2-BX537624_at	WIPI2
merck2-BX537631_at	TLK1
merck2-BX537640_at	
merck2-BX537649_at	SAG
merck2-BX537654_at	
merck2-BX537666_at	
merck2-BX537668_at	SEC62
merck2-BX537699_at	ALKBH1
merck2-BX537709_at	
merck2-BX537710_at	LOC100506070
merck2-BX537718_at	
merck2-BX537723_at	
merck2-BX537742_at	
merck2-BX537742_x_at	
merck2-BX537763_at	ABCB5
merck2-BX537845_at	NCAPG2
merck2-BX537856_at	HECTD2
merck2-BX537862_at	ATPBD4
merck2-BX537870_at	MIPOL1
merck2-BX537882_at	
merck2-BX537918_a_at	SVEP1
merck2-BX537933_at	C9orf93
merck2-BX537937_at	
merck2-BX537947_a_at	GPR155
merck2-BX537950_at	
merck2-BX537951_at	TOMM40L
merck2-BX537954_at	JMJD1C
merck2-BX537964_at	C10orf118
merck2-BX537966_at	TFRC
merck2-BX537971_at	CISD2
merck2-BX537976_at	ECM2
merck2-BX537987_at	TRIM59
merck2-BX537991_a_at	SRP72
merck2-BX538005_x_at	
merck2-BX538013_at	
merck2-BX538062_at	MYO15A
merck2-BX538073_at	
merck2-BX538082_at	GPR17
merck2-BX538084_at	HLA-E
merck2-BX538102_at	BICC1
merck2-BX538110_at	NIPAL3
merck2-BX538117_at	FOSB
merck2-BX538120_at	TMEM72
merck2-BX538131_at	TXNDC15
merck2-BX538137_at	PKHD1
merck2-BX538159_at	
merck2-BX538166_a_at	SETX
merck2-BX538171_at	ZNF660
merck2-BX538173_at	KLHL8
merck2-BX538177_at	NIPBL
merck2-BX538182_at	ADAT2
merck2-BX538202_at	
merck2-BX538214_at	MMS22L
merck2-BX538221_at	
merck2-BX538226_at	
merck2-BX538274_at	
merck2-BX538286_a_at	CCDC18
merck2-BX538290_at	
merck2-BX538306_at	
merck2-BX538322_at	FGD6
merck2-BX538325_at	
merck2-BX538334_at	DDX18
merck2-BX538337_at	
merck2-BX538349_at	
merck2-BX538349_x_at	
merck2-BX571753_at	PTPRA
merck2-BX640620_x_at	
merck2-BX640637_at	ZNF280D
merck2-BX640642_at	CCDC30
merck2-BX640657_a_at	LIN54
merck2-BX640670_at	
merck2-BX640681_at	ZNF568
merck2-BX640693_at	
merck2-BX640705_at	ZNF44
merck2-BX640707_at	ZNF280D
merck2-BX640708_at	LOC284454
merck2-BX640723_at	TAGLN
merck2-BX640726_at	
merck2-BX640729_at	CRB1
merck2-BX640744_at	KLHL8
merck2-BX640754_at	VAV2
merck2-BX640787_a_at	MAPKBP1
merck2-BX640794_at	AK3
merck2-BX640798_at	ELF1
merck2-BX640811_at	
merck2-BX640815_at	USP22
merck2-BX640817_at	CALML4
merck2-BX640833_at	IFT88
merck2-BX640887_at	LOC388796
merck2-BX640896_at	CDK5RAP2
merck2-BX640915_at	TIGIT
merck2-BX640934_at	GLB1L2
merck2-BX640941_at	
merck2-BX640954_at	
merck2-BX640957_a_at	WDR91
merck2-BX640960_at	PARP11
merck2-BX640985_at	C1orf144
merck2-BX640993_at	
merck2-BX640999_a_at	FN1
merck2-BX640999_at	FN1
merck2-BX641004_at	SRSF11
merck2-BX641017_at	JHDM1D
merck2-BX641032_at	WEE1
merck2-BX641038_at	THADA
merck2-BX641039_at	
merck2-BX641045_at	
merck2-BX641054_at	SLC41A1
merck2-BX641060_at	AAK1
merck2-BX641062_at	
merck2-BX641067_at	
merck2-BX641070_at	FHAD1
merck2-BX641077_at	ZCCHC6
merck2-BX641081_at	
merck2-BX641092_at	
merck2-BX641092_x_at	
merck2-BX641093_at	
