ID	Gene Symbol
merck2-NM_001005377_at	PLAUR
merck2-NM_001005465_at	OR10G3
merck2-NM_001005468_s_at	
merck2-NM_001005469_at	OR5B3
merck2-NM_001005484_s_at	
merck2-NM_001005504_s_at	
merck2-NM_001005515_at	OR5H15
merck2-NM_001005515_s_at	
merck2-NM_001005611_at	EDA
merck2-NM_001005615_at	EDA
merck2-NM_001005738_a_at	FPR2
merck2-NM_001005741_s_at	GBA GBAP1
merck2-NM_001005751_s_at	
merck2-NM_001005785_s_at	
merck2-NM_001005852_at	TXLNG2P
merck2-NM_001005855_at	ATP8B2
merck2-NM_001005915_at	ERBB3
merck2-NM_001006114_at	YBEY
merck2-NM_001006607_at	
merck2-NM_001006607_x_at	
merck2-NM_001006630_at	CHRM2
merck2-NM_001006638_at	RAB37
merck2-NM_001006681_s_at	
merck2-NM_001006938_at	TCEAL6
merck2-NM_001006939_a_at	LRRC18
merck2-NM_001006939_at	LRRC18
merck2-NM_001006946_at	SDC1
merck2-NM_001007_x_at	
merck2-NM_001007033_at	CLEC6A
merck2-NM_001007070_at	SDCBP
merck2-NM_001007072_at	ZSCAN2
merck2-NM_001007088_a_at	ZNF182
merck2-NM_001007094_a_at	ZNF37A
merck2-NM_001007098_at	SCP2
merck2-NM_001007102_at	L3MBTL3
merck2-NM_001007188_at	DEPDC5
merck2-NM_001007234_at	ERCC8
merck2-NM_001007243_at	STAR
merck2-NM_001007249_s_at	
merck2-NM_001007253_at	
merck2-NM_001007523_s_at	
merck2-NM_001007526_s_at	
merck2-NM_001007530_s_at	CDRT15 CDRT15P1
merck2-NM_001007531_at	NKAPL
merck2-NM_001007533_at	PPP1R27
merck2-NM_001007536_a_at	AKR1CL1
merck2-NM_001007545_at	HEATR1
merck2-NM_001007545_x_at	HEATR1
merck2-NM_001007551_at	CT45A5
merck2-NM_001007595_at	C2CD4B
merck2-NM_001008_at	RPS4Y1
merck2-NM_001008221_s_at	
merck2-NM_001008225_at	CNOT4
merck2-NM_001008393_at	C4orf46
merck2-NM_001008396_at	WDHD1
merck2-NM_001008401_at	ZNF761
merck2-NM_001008401_x_at	ZNF761
merck2-NM_001008409_a_at	TTLL9
merck2-NM_001008411_at	TDG
merck2-NM_001008411_x_at	TDG
merck2-NM_001008485_a_at	SLC41A3
merck2-NM_001008486_a_at	SLC41A3
merck2-NM_001008504_at	OPRM1
merck2-NM_001008505_a_at	OPRM1
merck2-NM_001008505_at	OPRM1
merck2-NM_001008567_at	
merck2-NM_001008656_at	TCOF1
merck2-NM_001008657_at	TCOF1
merck2-NM_001008661_at	CCBL2
merck2-NM_001008699_at	IL4R
merck2-NM_001008707_at	EML1
merck2-NM_001008781_at	FAT3
merck2-NM_001008801_s_at	ZNF468
merck2-NM_001009186_at	CCT6A
merck2-NM_001009568_at	SMPDL3B
merck2-NM_001009584_s_at	
merck2-NM_001009616_at	SPANXN5
merck2-NM_001009813_x_at	MEIS3 MEIS3P1
merck2-NM_001009824_at	GHRHR
merck2-NM_001009942_a_at	ANKRD16
merck2-NM_001010_at	RPS6
merck2-NM_001010_x_at	RPS6
merck2-NM_001010863_a_at	C10orf128
merck2-NM_001010875_at	SLC25A30
merck2-NM_001010879_at	ZIK1
merck2-NM_001010906_at	C8orf80
merck2-NM_001010923_at	THEMIS
merck2-NM_001010940_at	C9orf135
merck2-NM_001010982_at	AFMID
merck2-NM_001010982_x_at	AFMID
merck2-NM_001011552_at	SLC9A4
merck2-NM_001011880_at	CLEC18B
merck2-NM_001011880_s_at	
merck2-NM_001012_x_at	
merck2-NM_001012239_at	XKR6
merck2-NM_001012414_at	TRIM61
merck2-NM_001012414_x_at	TRIM61
merck2-NM_001012420_x_at	
merck2-NM_001012423_x_at	
merck2-NM_001012659_at	ARGFX
merck2-NM_001012665_at	DYNC2LI1
merck2-NM_001012715_a_at	C9orf106
merck2-NM_001012729_at	DUXA
merck2-NM_001012751_at	ABI1
merck2-NM_001012755_at	MCART6
merck2-NM_001012958_at	DISC1
merck2-NM_001012961_at	SZT2
merck2-NM_001012968_at	SPIN4
merck2-NM_001012982_at	C4orf44
merck2-NM_001013257_at	BCAM
merck2-NM_001013258_at	ZNF789
merck2-NM_001013354_s_at	
merck2-NM_001013435_a_at	PAGE5
merck2-NM_001013618_at	IGLL3P
merck2-NM_001013618_x_at	IGLL3P
merck2-NM_001013631_x_at	HNRNPCL1 HNRNPC LOC440563
merck2-NM_001013644_at	
merck2-NM_001013646_at	C20orf107
merck2-NM_001013646_s_at	
merck2-NM_001013662_at	
merck2-NM_001013691_at	ZNF833P
merck2-NM_001013695_at	
merck2-NM_001013695_x_at	
merck2-NM_001013698_at	C12orf69
merck2-NM_001013706_at	PLIN5
merck2-NM_001013717_at	C5orf56
merck2-NM_001013727_a_at	
merck2-NM_001013845_at	
merck2-NM_001014283_at	DCUN1D2
merck2-NM_001014445_at	NLE1
merck2-NM_001014842_at	TM9SF1
merck2-NM_001014975_at	
merck2-NM_001015000_s_at	
merck2-NM_001015001_s_at	
merck2-NM_001015048_at	BAG5
merck2-NM_001016_x_at	
merck2-NM_001017_at	RPS13
merck2-NM_001017387_s_at	
merck2-NM_001017391_s_at	
merck2-NM_001017395_at	TMCC1
merck2-NM_001017398_at	TRIM36
merck2-NM_001017406_at	S100PBP
merck2-NM_001017417_s_at	
merck2-NM_001017421_x_at	
merck2-NM_001017435_s_at	
merck2-NM_001017919_a_at	RCCD1
merck2-NM_001017922_a_at	ERMAP
merck2-NM_001017990_s_at	
merck2-NM_001017998_s_at	
merck2-NM_001018008_at	TPM1
merck2-NM_001018038_at	VPS13A
merck2-NM_001018041_a_at	EPM2A
merck2-NM_001018091_s_at	
merck2-NM_001018103_at	POLR2M
merck2-NM_001018103_s_at	POLR2M
merck2-NM_001018104_at	FAHD1
merck2-NM_001018108_at	SERF2
merck2-NM_001018115_at	FANCD2
merck2-NM_001018137_s_at	
merck2-NM_001020_at	RPS16
merck2-NM_001020_x_at	RPS16
merck2-NM_001023_x_at	
merck2-NM_001023568_s_at	
merck2-NM_001024074_at	HNMT
merck2-NM_001024074_x_at	HNMT
merck2-NM_001024075_at	HNMT
merck2-NM_001024215_at	FBLIM1
merck2-NM_001024215_x_at	FBLIM1
merck2-NM_001024226_at	ARF1
merck2-NM_001024226_x_at	ARF1
merck2-NM_001024401_at	SBK1
merck2-NM_001024596_at	ZNF772
merck2-NM_001024662_x_at	RPL6
merck2-NM_001024680_at	FBXO48
merck2-NM_001024732_at	MECR
merck2-NM_001024855_at	ZNF197
merck2-NM_001024916_s_at	
merck2-NM_001024935_at	WASF1
merck2-NM_001024938_a_at	SLC2A11
merck2-NM_001025_at	RPS23
merck2-NM_001025158_at	CD74
merck2-NM_001025200_at	CTRB2
merck2-NM_001025200_s_at	
merck2-NM_001025202_s_at	
merck2-NM_001025233_a_at	CLLU1
merck2-NM_001025238_at	TSPAN4
merck2-NM_001025247_at	
merck2-NM_001025300_at	RAB12
merck2-NM_001025368_at	VEGFA
merck2-NM_001028_s_at	RPS25
merck2-NM_001029839_a_at	
merck2-NM_001029840_a_at	
merck2-NM_001029939_at	ZFAT
merck2-NM_001029955_at	DCAF4L1
merck2-NM_001029999_at	ANKRD20A5P
merck2-NM_001030004_a_at	HNF4A
merck2-NM_001030009_x_at	
merck2-NM_001030015_at	OPN4
merck2-NM_001030050_at	KLK3
merck2-NM_001031618_x_at	
merck2-NM_001031628_at	SMAGP
merck2-NM_001031689_at	PLAA
merck2-NM_001031693_a_at	HHLA3
merck2-NM_001031701_at	NT5DC3
merck2-NM_001031715_at	IQCH
merck2-NM_001031716_at	OBFC2A
merck2-NM_001031719_at	DHRS12
merck2-NM_001031725_at	DDX59
merck2-NM_001031727_a_at	MRI1
merck2-NM_001031741_at	
merck2-NM_001031744_s_at	HSD17B7 HSD17B7P2
merck2-NM_001031746_at	VSTM4
merck2-NM_001031748_at	C12orf40
merck2-NM_001031800_at	TIPRL
merck2-NM_001031801_at	LIMK2
merck2-NM_001031833_s_at	
merck2-NM_001031848_at	SERPINB8
merck2-NM_001032289_at	SLC35A2
merck2-NM_001032292_at	ZNF174
merck2-NM_001032292_s_at	ZNF174
merck2-NM_001032731_at	OAS2
merck2-NM_001032999_at	CBFA2T2
merck2-NM_001033053_at	NLRP1
merck2-NM_001033504_a_at	TMEM98
merck2-NM_001033556_a_at	PPM1B
merck2-NM_001033559_at	DYX1C1
merck2-NM_001033723_at	ZNF704
merck2-NM_001033886_at	CXCL12
merck2-NM_001033930_at	UBA52
merck2-NM_001034_at	RRM2
merck2-NM_001034172_x_at	
merck2-NM_001034836_at	RDM1
merck2-NM_001034853_at	RPGR
merck2-NM_001035005_at	RPL17-C18ORF32 C18orf32
merck2-NM_001035235_at	SRA1
merck2-NM_001035534_at	FAM129B
merck2-NM_001036645_at	HHLA3
merck2-NM_001036645_x_at	HHLA3
merck2-NM_001036646_a_at	HHLA3
merck2-NM_001037501_s_at	
merck2-NM_001037675_x_at	
merck2-NM_001037813_a_at	ZNF284
merck2-NM_001037866_s_at	
merck2-NM_001037954_at	DIXDC1
merck2-NM_001038_at	SCNN1A
merck2-NM_001038640_x_at	
merck2-NM_001039083_s_at	
merck2-NM_001039113_s_at	FGF7 KGFLP1 KGFLP2
merck2-NM_001039349_at	EFEMP1
merck2-NM_001039380_a_at	C10orf25
merck2-NM_001039396_at	MPEG1
merck2-NM_001039481_at	ETNK1
merck2-NM_001039527_at	FLJ37396
merck2-NM_001039527_x_at	FLJ37396
merck2-NM_001039535_a_at	SKA1
merck2-NM_001039573_at	SEC14L1
merck2-NM_001039574_at	KCNC4
merck2-NM_001039589_a_at	DPH2
merck2-NM_001039592_at	SPAG8
merck2-NM_001039649_x_at	ZMYM5
merck2-NM_001039664_at	TNFRSF25
merck2-NM_001039704_s_at	TMEM151B
merck2-NM_001039757_at	
merck2-NM_001039844_at	ACBD7
merck2-NM_001039845_at	MDH1B
merck2-NM_001039885_at	FKRP
merck2-NM_001039886_x_at	ZNF808
merck2-NM_001039887_a_at	C19orf55
merck2-NM_001040000_at	MLLT4
merck2-NM_001040003_s_at	NCF1 NCF1B NCF1C
merck2-NM_001040011_at	SWI5
merck2-NM_001040061_at	C3orf72
merck2-NM_001040070_x_at	
merck2-NM_001040071_x_at	LOC650293
merck2-NM_001040077_x_at	
merck2-NM_001040078_at	LGALS9C
merck2-NM_001040078_x_at	LGALS9C
merck2-NM_001040152_at	PEG10
merck2-NM_001040160_x_at	C16orf13
merck2-NM_001040161_x_at	C16orf13
merck2-NM_001040162_x_at	C16orf13
merck2-NM_001040165_x_at	C16orf13
merck2-NM_001040171_a_at	HTR4
merck2-NM_001040171_at	HTR4
merck2-NM_001040174_at	HTR4
merck2-NM_001040185_at	ZNF765
merck2-NM_001040185_x_at	ZNF765
merck2-NM_001040272_at	ADAMTSL1
merck2-NM_001040441_at	ZBTB8A
merck2-NM_001040456_a_at	RHBDD2
merck2-NM_001040457_a_at	RHBDD2
merck2-NM_001040647_at	CRCP
merck2-NM_001040649_at	ACP1
merck2-NM_001040661_at	SLC29A4
merck2-NM_001040661_s_at	
merck2-NM_001040710_at	C2orf84
merck2-NM_001042365_s_at	
merck2-NM_001042370_at	TROVE2
merck2-NM_001042371_at	PGP
merck2-NM_001042376_at	INS-IGF2
merck2-NM_001042414_at	
merck2-NM_001042414_s_at	
merck2-NM_001042417_at	RUFY2
merck2-NM_001042422_at	SLC16A3
merck2-NM_001042427_at	C10orf53
merck2-NM_001042427_s_at	C10orf53
merck2-NM_001042429_at	FAM98B
merck2-NM_001042439_a_at	BPIFA3
merck2-NM_001042459_at	FILIP1L
merck2-NM_001042475_at	C6orf204
merck2-NM_001042478_at	AJAP1
merck2-NM_001042490_s_at	
merck2-NM_001042500_s_at	
merck2-NM_001042515_s_at	
merck2-NM_001042522_at	SPRED3
merck2-NM_001042635_a_at	NGDN
merck2-NM_001042646_at	TRAK1
merck2-NM_001042685_s_at	
merck2-NM_001042690_at	C4orf44
merck2-NM_001042705_at	IQCJ
merck2-NM_001042706_at	IQCJ
merck2-NM_001042724_at	PVRL2
merck2-NM_001042780_a_at	TNNT3
merck2-NM_001043229_at	METTL12
merck2-NM_001044305_at	SMAP1
merck2-NM_001045556_at	SLA
merck2-NM_001047160_at	NET1
merck2-NM_001047434_at	DPH3
merck2-NM_001047605_x_at	KIR3DX1
merck2-NM_001048201_at	UHRF1
merck2-NM_001048212_at	CEMP1
merck2-NM_001048249_at	C5orf43
merck2-NM_001051_at	SSTR3
merck2-NM_001052_at	SSTR4
merck2-NM_001054_x_at	SULT1A2
merck2-NM_001061_at	TBXAS1
merck2-NM_001075098_at	MOCS1
merck2-NM_001076675_at	ZNF626
merck2-NM_001077244_at	GRIA4
merck2-NM_001077358_at	PDE11A
merck2-NM_001077400_at	FER1L5
merck2-NM_001077498_at	C17orf63
merck2-NM_001077620_at	PRCD
merck2-NM_001077624_at	ZNF846
merck2-NM_001077637_at	WTH3DI
merck2-NM_001077653_at	TBX20
merck2-NM_001077657_at	C3orf43
merck2-NM_001077665_x_at	
merck2-NM_001077685_x_at	
merck2-NM_001077686_x_at	
merck2-NM_001077697_x_at	
merck2-NM_001077706_at	ECT2L
merck2-NM_001077710_at	FAM110C
merck2-NM_001078172_at	FAM127B
merck2-NM_001078173_at	FAM127C
merck2-NM_001079516_at	ASAH2B
merck2-NM_001079516_s_at	
merck2-NM_001079530_at	
merck2-NM_001079537_a_at	TRAPPC6B
merck2-NM_001079809_s_at	
merck2-NM_001079843_at	CASZ1
merck2-NM_001079862_a_at	DBI
merck2-NM_001079862_at	DBI
merck2-NM_001079863_at	DBI
merck2-NM_001079900_s_at	
merck2-NM_001079910_at	LRRIQ1
merck2-NM_001080140_s_at	
merck2-NM_001080142_s_at	
merck2-NM_001080209_at	TMEM200C
merck2-NM_001080395_at	
merck2-NM_001080402_at	CCDC61
merck2-NM_001080404_at	ZNF878
merck2-NM_001080406_at	C12orf71
merck2-NM_001080408_at	PROX2
merck2-NM_001080409_at	ZNF99
merck2-NM_001080409_x_at	ZNF99
merck2-NM_001080422_s_at	
merck2-NM_001080423_at	GRIP2
merck2-NM_001080425_at	BEX4
merck2-NM_001080429_at	CAMSAP3
merck2-NM_001080432_a_at	FTO
merck2-NM_001080437_at	SNED1
merck2-NM_001080442_at	SLC38A8
merck2-NM_001080443_at	KIF18B
merck2-NM_001080448_at	EPHA6
merck2-NM_001080452_at	GPR108
merck2-NM_001080457_at	LRRC4B
merck2-NM_001080461_at	
merck2-NM_001080462_at	TMEM202
merck2-NM_001080463_at	DYNC2H1
merck2-NM_001080464_at	ASPG
merck2-NM_001080472_at	FITM2
merck2-NM_001080473_at	MFSD2B
merck2-NM_001080475_at	PLEKHM3
merck2-NM_001080481_at	USP45
merck2-NM_001080490_a_at	PLA2G4E
merck2-NM_001080492_at	
merck2-NM_001080493_at	ZNF823
merck2-NM_001080494_at	TTC39A
merck2-NM_001080495_x_at	TNRC18
merck2-NM_001080496_at	RGP1
merck2-NM_001080498_at	EMR4P
merck2-NM_001080501_at	TMEM223
merck2-NM_001080502_at	
merck2-NM_001080503_at	
merck2-NM_001080504_at	
merck2-NM_001080505_at	SHISA3
merck2-NM_001080506_at	TMEM150C
merck2-NM_001080508_at	TBX18
merck2-NM_001080509_at	TSPAN11
merck2-NM_001080511_at	CLEC2L
merck2-NM_001080512_at	BICC1
merck2-NM_001080513_at	CPN2
merck2-NM_001080513_x_at	CPN2
merck2-NM_001080515_at	FAM163B
merck2-NM_001080529_at	WIPF3
merck2-NM_001080532_at	TMC3
merck2-NM_001080537_at	SNTN
merck2-NM_001080538_at	AKR1B15
merck2-NM_001080538_x_at	AKR1B15
merck2-NM_001080539_at	CCDC150
merck2-NM_001080540_s_at	
merck2-NM_001080542_at	FBF1
merck2-NM_001080551_a_at	C9orf84
merck2-NM_001080790_s_at	
merck2-NM_001080821_s_at	
merck2-NM_001080825_at	TMEM120B
merck2-NM_001080829_a_at	
merck2-NM_001080843_s_at	
merck2-NM_001080848_at	CSAG2 CSAG3
merck2-NM_001080848_x_at	CSAG2 CSAG3
merck2-NM_001080850_at	CCDC30
merck2-NM_001080851_s_at	
merck2-NM_001080998_s_at	
merck2-NM_001081461_at	JMJD6
merck2-NM_001081472_at	SPATA1
merck2-NM_001081552_at	
merck2-NM_001081552_s_at	
merck2-NM_001082488_x_at	DHRS4L1
merck2-NM_001082575_at	RBFOX3
merck2-NM_001082619_a_at	PIH1D2
merck2-NM_001082619_at	PIH1D2
merck2-NM_001082967_at	FAM19A5
merck2-NM_001082969_at	C11orf57
merck2-NM_001083111_at	GNRH1
merck2-NM_001083124_s_at	
merck2-NM_001083537_at	FAM86B1
merck2-NM_001083537_x_at	FAM86B1
merck2-NM_001083538_x_at	
merck2-NM_001083592_at	ROR1
merck2-NM_001083899_a_at	GP6
merck2-NM_001083946_at	C2orf56
merck2-NM_001083947_at	TMPRSS4
merck2-NM_001084393_at	DDTL
merck2-NM_001085382_at	PSAPL1
merck2-NM_001085384_at	ZNF154
merck2-NM_001085386_a_at	NFE4
merck2-NM_001085391_at	
merck2-NM_001085398_at	TLX1NB
merck2-NM_001085401_a_at	C6orf201
merck2-NM_001085420_at	PLSCR5
merck2-NM_001085429_at	TMEM213
merck2-NM_001085447_at	C2orf77
merck2-NM_001085452_s_at	
merck2-NM_001085457_s_at	
merck2-NM_001085466_at	CTNND1 TMX2-CTNND1
merck2-NM_001085481_s_at	
merck2-NM_001085487_at	MYSM1
merck2-NM_001085488_at	TMEM150B
merck2-NM_001085490_at	LOC285501
merck2-NM_001089588_x_at	
merck2-NM_001089591_x_at	UQCRHL UQCRH
merck2-NM_001089593_s_at	
merck2-NM_001089704_s_at	
merck2-NM_001090027_at	
merck2-NM_001090027_x_at	
merck2-NM_001093732_x_at	
merck2-NM_001093770_at	
merck2-NM_001097_s_at	
merck2-NM_001097605_s_at	
merck2-NM_001097612_s_at	
merck2-NM_001097615_s_at	
merck2-NM_001097616_at	
merck2-NM_001097616_s_at	
merck2-NM_001097620_at	
merck2-NM_001097620_s_at	
merck2-NM_001097622_s_at	
merck2-NM_001097638_a_at	FUT2
merck2-NM_001097643_at	TAS2R30
merck2-NM_001097643_x_at	TAS2R30
merck2-NM_001098173_a_at	PRDM7
merck2-NM_001098204_at	HNRNPF
merck2-NM_001098479_at	HLA-F
merck2-NM_001098483_at	C10orf125
merck2-NM_001098503_at	PTPRJ
merck2-NM_001098514_a_at	C16orf89
merck2-NM_001098523_at	HTATIP2
merck2-NM_001098524_at	FAM129C
merck2-NM_001098577_at	
merck2-NM_001098612_at	SIGLEC14
merck2-NM_001098622_at	NANOS3
merck2-NM_001098626_s_at	
merck2-NM_001098628_at	IRF5
merck2-NM_001098632_at	AKT1S1
merck2-NM_001098634_at	RBM47
merck2-NM_001098668_s_at	
merck2-NM_001098672_at	HEPHL1
merck2-NM_001098718_s_at	
merck2-NM_001098729_s_at	
merck2-NM_001098802_at	CEP78
merck2-NM_001098806_x_at	
merck2-NM_001098807_x_at	FAM75B
merck2-NM_001098825_at	TMEM91
merck2-NM_001098825_s_at	TMEM91
merck2-NM_001098844_s_at	
merck2-NM_001098845_s_at	
merck2-NM_001099218_at	RAD51AP2
merck2-NM_001099219_at	KRTAP19-8
merck2-NM_001099224_at	IFT74
merck2-NM_001099267_at	
merck2-NM_001099269_at	ZNF506
merck2-NM_001099269_x_at	ZNF506
merck2-NM_001099274_a_at	TINF2
merck2-NM_001099280_at	HEATR7A
merck2-NM_001099291_at	LOC644285
merck2-NM_001099338_s_at	
merck2-NM_001099406_at	SLC39A6
merck2-NM_001099409_s_at	
merck2-NM_001099433_at	JAKMIP1
merck2-NM_001099435_s_at	
merck2-NM_001099439_at	EPHA10
merck2-NM_001099645_at	RPL22L1
merck2-NM_001099661_s_at	
merck2-NM_001099685_s_at	
merck2-NM_001099692_s_at	EIF5AL1
merck2-NM_001099694_at	ZNF578
merck2-NM_001099697_s_at	
merck2-NM_001099777_at	C3orf55
merck2-NM_001099780_at	PSMB11
merck2-NM_001099783_a_at	C4orf33
merck2-NM_001099852_s_at	
merck2-NM_001099921_at	MAGEB16
merck2-NM_001099951_at	FAM166B
merck2-NM_001100111_at	LOC286238
merck2-NM_001100114_s_at	
merck2-NM_001100388_a_at	C11orf88
merck2-NM_001100389_at	TMEM192
merck2-NM_001100418_a_at	C19orf60
merck2-NM_001100419_a_at	C19orf60
merck2-NM_001100607_a_at	SERPINA10
merck2-NM_001100619_at	CABLES1
merck2-NM_001100622_at	C17orf80
merck2-NM_001100623_at	PLEKHB2
merck2-NM_001100624_at	CENPN
merck2-NM_001100625_at	CENPN
merck2-NM_001100631_s_at	
merck2-NM_001100812_a_at	CXCL16
merck2-NM_001100812_at	CXCL16
merck2-NM_001100873_at	C16orf46
merck2-NM_001100874_at	SLC9B1
merck2-NM_001100878_at	C8orf73
merck2-NM_001100910_s_at	
merck2-NM_001100912_at	BEND7
merck2-NM_001100917_at	TSPAN19
merck2-NM_001101_x_at	
merck2-NM_001101339_a_at	C12orf77
merck2-NM_001101376_a_at	FAM183A
merck2-NM_001101401_at	
merck2-NM_001101401_x_at	
merck2-NM_001101421_a_at	MYO1H
merck2-NM_001101663_s_at	
merck2-NM_001102_at	ACTN1
merck2-NM_001102_x_at	ACTN1
merck2-NM_001102406_a_at	ALPK1
merck2-NM_001102564_at	IFT43
merck2-NM_001102564_s_at	IFT43
merck2-NM_001102601_a_at	CCDC163P
merck2-NM_001102610_a_at	TUBGCP5
merck2-NM_001102657_a_at	ZNF836
merck2-NM_001102657_at	ZNF836
merck2-NM_001103154_s_at	
merck2-NM_001103169_a_at	AADACL3
merck2-NM_001103170_a_at	AADACL3
merck2-NM_001103184_at	FMN1
merck2-NM_001104548_a_at	MIR205HG
merck2-NM_001104548_at	MIR205HG
merck2-NM_001105515_a_at	ABCC4
merck2-NM_001105515_at	ABCC4
merck2-NM_001105519_a_at	C2orf70
merck2-NM_001105521_a_at	JAKMIP3
merck2-NM_001105577_a_at	PRHOXNB
merck2-NM_001110503_at	TMEM87A
merck2-NM_001111040_at	
merck2-NM_001112704_at	VAX1
merck2-NM_001112704_s_at	VAX1
merck2-NM_001112724_at	STK32A
merck2-NM_001112734_a_at	ZSCAN30
merck2-NM_001114182_a_at	IRAK4
merck2-NM_001114380_x_at	ITGAL
merck2-NM_001114395_s_at	CNTLN
merck2-NM_001144.2_a_at	AMFR
merck2-NM_001144_at	AMFR
merck2-NM_001153_at	ANXA4
merck2-NM_001168_at	BIRC5
merck2-NM_001172_at	ARG2
merck2-NM_001187_at	BAGE
merck2-NM_001187_s_at	
merck2-NM_001188_at	BAK1
merck2-NM_001219_at	CALU
merck2-NM_001226_at	CASP6
merck2-NM_001226_x_at	CASP6
merck2-NM_001229_a_at	CASP9
merck2-NM_001230_at	CASP10
merck2-NM_001244_at	TNFSF8
merck2-NM_001264_at	CDSN
merck2-NM_001270_at	CHD1
merck2-NM_001272_at	
merck2-NM_001274_at	CHEK1
merck2-NM_001278_a_at	CHUK
merck2-NM_001278_at	CHUK
merck2-NM_001290_at	LDB2
merck2-NM_001295_at	CCR1
merck2-NM_001296_at	CCBP2
merck2-NM_001304_at	CPD
merck2-NM_001305_at	CLDN4
merck2-NM_001306_at	CLDN3
merck2-NM_001307_at	CLDN7
merck2-NM_001329_at	CTBP2
merck2-NM_001332_at	CTNND2
merck2-NM_001336_at	CTSZ
merck2-NM_001349_at	DARS
merck2-NM_001360_at	DHCR7
merck2-NM_001361_at	DHODH
merck2-NM_001384_a_at	DPH2
merck2-NM_001388_at	DRG2
merck2-NM_001389_at	DSCAM
merck2-NM_001415_at	EIF2S3
merck2-NM_001419_at	ELAVL1
merck2-NM_001424_at	EMP2
merck2-NM_001429_at	EP300
merck2-NM_001437_at	ESR2
merck2-NM_001444_x_at	
merck2-NM_001445_a_at	FABP6
merck2-NM_001445_at	FABP6
merck2-NM_001462_a_at	FPR2
merck2-NM_001463_at	FRZB
merck2-NM_001474_s_at	
merck2-NM_001475_s_at	
merck2-NM_001476_s_at	
merck2-NM_001477_s_at	
merck2-NM_001498_at	GCLC
merck2-NM_001500_at	GMDS
merck2-NM_001512_at	GSTA4
merck2-NM_001540_at	HSPB1
merck2-NM_001548_at	IFIT1
merck2-NM_001557_at	CXCR2
merck2-NM_001557_x_at	CXCR2
merck2-NM_001558_at	IL10RA
merck2-NM_001566_at	INPP4A
merck2-NM_001608_at	ACADL
merck2-NM_001614_at	ACTG1
merck2-NM_001614_x_at	ACTG1
merck2-NM_001615_at	ACTG2
merck2-NM_001619_at	ADRBK1
merck2-NM_001626_at	AKT2
merck2-NM_001627_at	ALCAM
merck2-NM_001630_s_at	
merck2-NM_001632_x_at	ALPP
merck2-NM_001633_at	AMBP
merck2-NM_001648_at	KLK3
merck2-NM_001677_at	ATP1B1
merck2-NM_001679_at	ATP1B3
merck2-NM_001693_at	ATP6V1B2
merck2-NM_001694_x_at	ATP6V0C
merck2-NM_001701_at	BAAT
merck2-NM_001725_at	BPI
merck2-NM_001736_at	C5AR1
merck2-NM_001736_x_at	C5AR1
merck2-NM_001739_at	CA5A
merck2-NM_001746_at	CANX
merck2-NM_001752_at	CAT
merck2-NM_001758_at	CCND1
merck2-NM_001761_at	CCNF
merck2-NM_001797_at	CDH11
merck2-NM_001799_at	CDK7
merck2-NM_001812_at	CENPC1
merck2-NM_001812_x_at	CENPC1
merck2-NM_001815_at	CEACAM3
merck2-NM_001816_at	CEACAM8
merck2-NM_001831_at	CLU
merck2-NM_001841_at	CNR2
merck2-NM_001846_at	COL4A2
merck2-NM_001851_at	COL9A1
merck2-NM_001860_at	SLC31A2
merck2-NM_001861_at	COX4I1
merck2-NM_001876_at	CPT1A
merck2-NM_001883_a_at	CRHR2
merck2-NM_001893_a_at	CSNK1D
merck2-NM_001896_at	CSNK2A2
merck2-NM_001898_x_at	CST1
merck2-NM_001903_at	CTNNA1
merck2-NM_001905_at	CTPS
merck2-NM_001910_a_at	CTSE
merck2-NM_001920_at	DCN
merck2-NM_001931_at	DLAT
merck2-NM_001932_at	MPP3
merck2-NM_001935_at	DPP4
merck2-NM_001946_at	DUSP6
merck2-NM_001968_x_at	EIF4E
merck2-NM_001982_at	ERBB3
merck2-NM_002014_at	FKBP4
merck2-NM_002020_at	FLT4
merck2-NM_002020_x_at	FLT4
merck2-NM_002045_at	GAP43
merck2-NM_002053_s_at	
merck2-NM_002054_at	GCG
merck2-NM_002056_at	GFPT1
merck2-NM_002064_at	GLRX
merck2-NM_002064_x_at	GLRX
merck2-NM_002074_at	GNB1
merck2-NM_002077_at	GOLGA1
merck2-NM_002079_at	GOT1
merck2-NM_002080_at	GOT2
merck2-NM_002098.2_at	GUCA1B
merck2-NM_002105_at	H2AFX
merck2-NM_002106_at	H2AFZ
merck2-NM_002106_x_at	H2AFZ
merck2-NM_002116_x_at	
merck2-NM_002117_at	
merck2-NM_002117_x_at	
merck2-NM_002122.2_x_at	
merck2-NM_002123_x_at	HLA-DQB1 LOC100293977
merck2-NM_002124_x_at	
merck2-NM_002125_x_at	HLA-DRB5
merck2-NM_002166_at	ID2
merck2-NM_002166_s_at	ID2 ID2B
merck2-NM_002187_at	IL12B
merck2-NM_002209_x_at	ITGAL
merck2-NM_002241_at	KCNJ10
merck2-NM_002244_a_at	KCNJ12 KCNJ18
merck2-NM_002260_s_at	
merck2-NM_002268_a_at	KPNA4
merck2-NM_002268_at	KPNA4
merck2-NM_002293_at	LAMC1
merck2-NM_002311_at	LIG3
merck2-NM_002332_at	LRP1
merck2-NM_002354_at	EPCAM
merck2-NM_002372_at	MAN2A1
merck2-NM_002375_at	MAP4
merck2-NM_002376_at	MARK3
merck2-NM_002392_at	MDM2
